20200127T0000,4.6602454
20200127T0100,4.5002456
20200127T0200,4.8002453
20200127T0300,5.2602453
20200127T0400,4.940245
20200127T0500,4.2702456
20200127T0600,4.5002456
20200127T0700,4.3702455
20200127T0800,4.7602453
20200127T0900,5.610245
20200127T1000,7.380245
20200127T1100,8.350245
20200127T1200,9.090245
20200127T1300,9.130245
20200127T1400,8.750245
20200127T1500,8.570246
20200127T1600,7.9502454
20200127T1700,7.4502454
20200127T1800,7.0802455
20200127T1900,7.4302454
20200127T2000,7.540245
20200127T2100,7.630245
20200127T2200,8.420245
20200127T2300,9.070246
20200128T0000,9.010245
20200128T0100,8.920245
20200128T0200,8.940246
20200128T0300,8.770246
20200128T0400,8.960245
20200128T0500,8.880245
20200128T0600,8.850245
20200128T0700,8.850245
20200128T0800,8.530246
20200128T0900,6.3902454
20200128T1000,6.4102454
20200128T1100,6.790245
20200128T1200,7.0502453
20200128T1300,7.630245
20200128T1400,7.3902454
20200128T1500,6.6802454
20200128T1600,5.6802454
20200128T1700,4.8402452
20200128T1800,4.790245
20200128T1900,4.5602455
20200128T2000,4.610245
20200128T2100,4.8502455
20200128T2200,4.3702455
20200128T2300,4.6802454
20200129T0000,4.9302454
20200129T0100,4.750245
20200129T0200,4.730245
20200129T0300,4.420245
20200129T0400,4.670245
20200129T0500,4.380245
20200129T0600,3.9302454
20200129T0700,3.7902455
20200129T0800,4.2702456
20200129T0900,5.1402454
20200129T1000,5.3402452
20200129T1100,5.670245
20200129T1200,6.4702454
20200129T1300,6.8102455
20200129T1400,6.960245
20200129T1500,7.3402452
20200129T1600,6.8002453
20200129T1700,6.190245
20200129T1800,6.1002455
20200129T1900,6.110245
20200129T2000,5.8402452
20200129T2100,5.6802454
20200129T2200,5.0902452
20200129T2300,4.8902454
20200130T0000,4.8102455
20200130T0100,4.750245
20200130T0200,4.610245
20200130T0300,4.5702453
20200130T0400,4.1602454
20200130T0500,3.9102454
20200130T0600,3.7102456
20200130T0700,3.3002453
20200130T0800,3.4002452
20200130T0900,4.8202453
20200130T1000,6.790245
20200130T1100,8.030246
20200130T1200,9.170245
20200130T1300,10.0602455
20200130T1400,10.360246
20200130T1500,9.880245
20200130T1600,9.590245
20200130T1700,9.390245
20200130T1800,9.550245
20200130T1900,9.780245
20200130T2000,9.930245
20200130T2100,10.120245
20200130T2200,10.340245
20200130T2300,10.520246
20200131T0000,10.680245
20200131T0100,11.030245
20200131T0200,11.110246
20200131T0300,11.180245
20200131T0400,11.270246
20200131T0500,11.380245
20200131T0600,11.400246
20200131T0700,11.320246
20200131T0800,11.450245
20200131T0900,11.740245
20200131T1000,12.420245
20200131T1100,13.140245
20200131T1200,13.520246
20200131T1300,13.950245
20200131T1400,14.250245
20200131T1500,14.140245
20200131T1600,13.5602455
20200131T1700,12.570246
20200131T1800,11.890245
20200131T1900,11.950245
20200131T2000,12.320246
20200131T2100,12.3102455
20200131T2200,12.710245
20200131T2300,12.540245
20200201T0000,12.170245
20200201T0100,12.050245
20200201T0200,11.670245
20200201T0300,11.500245
20200201T0400,11.370245
20200201T0500,11.110246
20200201T0600,10.370245
20200201T0700,10.290245
20200201T0800,10.660245
20200201T0900,11.760245
20200201T1000,12.750245
20200201T1100,13.530245
20200201T1200,13.910245
20200201T1300,13.190246
20200201T1400,13.020246
20200201T1500,12.830245
20200201T1600,12.730246
20200201T1700,12.530245
20200201T1800,12.360246
20200201T1900,12.210245
20200201T2000,11.870245
20200201T2100,12.200245
20200201T2200,12.180245
20200201T2300,11.970245
20200202T0000,11.710245
20200202T0100,11.410245
20200202T0200,11.370245
20200202T0300,11.230246
20200202T0400,11.390245
20200202T0500,11.370245
20200202T0600,11.440246
20200202T0700,11.620245
20200202T0800,11.8102455
20200202T0900,11.900246
20200202T1000,12.110246
20200202T1100,12.580245
20200202T1200,13.280245
20200202T1300,13.590245
20200202T1400,13.840245
20200202T1500,14.410245
20200202T1600,14.460245
20200202T1700,14.390245
20200202T1800,14.000245
20200202T1900,13.910245
20200202T2000,13.960245
20200202T2100,14.0602455
20200202T2200,13.840245
20200202T2300,13.920245
20200203T0000,13.870245
20200203T0100,13.740245
20200203T0200,13.520246
20200203T0300,13.760245
20200203T0400,13.770246
20200203T0500,13.860246
20200203T0600,13.5602455
20200203T0700,13.260245
20200203T0800,12.980246
20200203T0900,12.880245
20200203T1000,12.940246
20200203T1100,13.120245
20200203T1200,13.110246
20200203T1300,12.850245
20200203T1400,12.860246
20200203T1500,12.800245
20200203T1600,12.880245
20200203T1700,13.180245
20200203T1800,13.100245
20200203T1900,13.250245
20200203T2000,13.470245
20200203T2100,14.100245
20200203T2200,15.300245
20200203T2300,16.000246
20200204T0000,16.530245
20200204T0100,16.300245
20200204T0200,13.260245
20200204T0300,7.270245
20200204T0400,6.040245
20200204T0500,6.4902453
