20200601T0000,11.270246
20200601T0100,10.390245
20200601T0200,10.040245
20200601T0300,9.360246
20200601T0400,9.190246
20200601T0500,11.890245
20200601T0600,14.540245
20200601T0700,16.470245
20200601T0800,18.290245
20200601T0900,20.170246
20200601T1000,21.820246
20200601T1100,23.230246
20200601T1200,24.720245
20200601T1300,25.780245
20200601T1400,26.480246
20200601T1500,27.030245
20200601T1600,27.200245
20200601T1700,26.870245
20200601T1800,25.670246
20200601T1900,22.520245
20200601T2000,18.930244
20200601T2100,16.870245
20200601T2200,15.260245
20200601T2300,13.860246
20200602T0000,12.200245
20200602T0100,11.400246
20200602T0200,10.720245
20200602T0300,10.410245
20200602T0400,10.610246
20200602T0500,13.520246
20200602T0600,16.510246
20200602T0700,19.080246
20200602T0800,21.270245
20200602T0900,22.900246
20200602T1000,24.750246
20200602T1100,25.890245
20200602T1200,26.580246
20200602T1300,27.140245
20200602T1400,27.650246
20200602T1500,27.930244
20200602T1600,27.790245
20200602T1700,27.390245
20200602T1800,25.790245
20200602T1900,22.260244
20200602T2000,19.260244
20200602T2100,17.880245
20200602T2200,17.310246
20200602T2300,16.020247
20200603T0000,15.080245
20200603T0100,14.030245
20200603T0200,13.880245
20200603T0300,13.330245
20200603T0400,13.690246
20200603T0500,14.900246
20200603T0600,17.580246
20200603T0700,20.090246
20200603T0800,22.350245
20200603T0900,24.120245
20200603T1000,25.520245
20200603T1100,25.690245
20200603T1200,25.610245
20200603T1300,26.120245
20200603T1400,26.990246
20200603T1500,26.580246
20200603T1600,23.910246
20200603T1700,21.230246
20200603T1800,20.540245
20200603T1900,19.310246
20200603T2000,17.820246
20200603T2100,16.940245
20200603T2200,17.360245
20200603T2300,16.710245
20200604T0000,16.010246
20200604T0100,15.800245
20200604T0200,15.190246
20200604T0300,14.820246
20200604T0400,15.240245
20200604T0500,15.440246
20200604T0600,15.800245
20200604T0700,16.080246
20200604T0800,16.060246
20200604T0900,16.840246
20200604T1000,17.680244
20200604T1100,18.420246
20200604T1200,19.070246
20200604T1300,18.300245
20200604T1400,18.750246
20200604T1500,18.530245
20200604T1600,18.540245
20200604T1700,17.730246
20200604T1800,16.750246
20200604T1900,15.640245
20200604T2000,14.570246
20200604T2100,13.950245
20200604T2200,14.400246
20200604T2300,14.160245
20200605T0000,13.590245
20200605T0100,13.200245
20200605T0200,13.140245
20200605T0300,13.180245
20200605T0400,12.940246
20200605T0500,12.870245
20200605T0600,13.100245
20200605T0700,13.100245
20200605T0800,13.0602455
20200605T0900,12.870245
20200605T1000,13.080245
20200605T1100,14.470245
20200605T1200,15.290245
20200605T1300,15.680245
20200605T1400,16.220245
20200605T1500,16.490246
20200605T1600,15.780245
20200605T1700,15.440246
20200605T1800,15.230246
20200605T1900,15.000245
20200605T2000,14.430245
20200605T2100,13.8102455
20200605T2200,14.290245
20200605T2300,14.320246
20200606T0000,14.690246
20200606T0100,15.020246
20200606T0200,15.040245
20200606T0300,15.070246
20200606T0400,15.090245
20200606T0500,15.010245
20200606T0600,14.960245
20200606T0700,15.100245
20200606T0800,15.200245
20200606T0900,15.910245
20200606T1000,15.840245
20200606T1100,15.880245
20200606T1200,16.140245
